n sigma.fun sigma repl SGSECJ SGSI SGS
900 "logsquared" 97 22 0.014775167000152578 0.01271725000015067 0.009547999999995227
900 "logsquared" 97 23 0.014978249999785476 0.012109582999983104 0.00990020800009006
900 "logsquared" 97 24 0.014522291000048426 0.012395166999795038 0.010565916999894398
900 "logsquared" 97 25 0.014159790999656252 0.011422666999806097 0.009173667000140995
900 "logsquared" 97 26 0.013156125000023167 0.011234500000227854 0.009116666999943845
900 "logsquared" 97 27 0.013100291000228026 0.012501166999754787 0.009654124999997293
900 "logsquared" 97 28 0.014026750000084576 0.012651957999878505 0.009921416999986832
900 "logsquared" 97 29 0.013867832999949314 0.01167162499996266 0.009109790999900724
900 "logsquared" 97 30 0.01334774999986621 0.011444541999935609 0.009289916999932757
900 "half" 450 1 0.18402275000016743 0.1911286670001573 0.11954599999990023
900 "half" 450 2 0.18874029100015832 0.18807549999974071 0.1218584580001334
900 "half" 450 3 0.18497770800013313 0.19288266600005954 0.12259345799975563
900 "half" 450 4 0.18445170899985897 0.18920987499996045 0.12124495800026125
900 "half" 450 5 0.18615937499998836 0.19032912500006205 0.11957491599969217
900 "half" 450 6 0.19095612499995696 0.18915137499971024 0.11994549999963056
900 "half" 450 7 0.1928867500000706 0.19122037500028455 0.12229700000034427
900 "half" 450 8 0.19529237500000818 0.20380866599998626 0.1430237920003492
900 "half" 450 9 0.20681045899982564 0.20043337499964764 0.12563200000022334
900 "half" 450 10 0.195218124999883 0.20793249999996988 0.13199587500002963
900 "half" 450 11 0.20543116699991515 0.19674354200014932 0.1200981669999237
900 "half" 450 12 0.19553541599998425 0.19831479200001922 0.12207787500028644
900 "half" 450 13 0.1975325419998626 0.20844758400016872 0.14022620800005825
900 "half" 450 14 0.20045216700009405 0.2057769160001044 0.12828650000028574
900 "half" 450 15 0.19298520900019867 0.2009652910001023 0.124576000000161
900 "half" 450 16 0.18985887499957244 0.18818862500029354 0.12006104200008849
900 "half" 450 17 0.20780858300031468 0.2055419579996851 0.12169625000024098
900 "half" 450 18 0.19459750000032727 0.18861445799984722 0.12043949999997494
900 "half" 450 19 0.19032858400032637 0.18820037499972386 0.12180487499972514
900 "half" 450 20 0.1910535419997359 0.198728167000354 0.1429744170000049
900 "half" 450 21 0.22061554100037029 0.20412079200013977 0.13413758300021073
900 "half" 450 22 0.19868087500026377 0.21197291699991183 0.1320727090001128
900 "half" 450 23 0.19705679099979534 0.19283825000002253 0.12766408400011642
900 "half" 450 24 0.21302479199994195 0.20541816600007223 0.13275049999992916
900 "half" 450 25 0.19361158400033673 0.18880345899970052 0.1276279999997314
900 "half" 450 26 0.20276879200037 0.1992345420003403 0.11992687500014654
900 "half" 450 27 0.18282383300038418 0.18584095800042633 0.11918208299994149
900 "half" 450 28 0.1851862919997984 0.1966782909998983 0.12169604099972275
900 "half" 450 29 0.18570950000002995 0.18507741699977487 0.1200734580002063
900 "half" 450 30 0.1824862920002488 0.1851326659998449 0.1216869590002716
1000 "log" 7 1 0.0014807500001552398 0.0008091669997156714 0.0011631669999587757
1000 "log" 7 2 0.001457958999708353 0.0008504170000378508 0.0011835830000563874
1000 "log" 7 3 0.001336958000138111 0.0008362919998035068 0.0011890000000676082
1000 "log" 7 4 0.0014330829999380512 0.0008397090000471508 0.0011701660000653646
1000 "log" 7 5 0.0013275000001158332 0.0008124169999064179 0.0011649160001070413
1000 "log" 7 6 0.001409334000072704 0.0008331660001204 0.001190708000194718
1000 "log" 7 7 0.0014701249997415289 0.0008479170001010061 0.0011747500002456945
1000 "log" 7 8 0.0013626250001834705 0.0008161659998222603 0.0011515830001371796
1000 "log" 7 9 0.0014279580000220449 0.0008549579997634282 0.001185625000289292
1000 "log" 7 10 0.0012622920003195759 0.0008098329999484122 0.0011765420003939653
1000 "log" 7 11 0.0014025840000613243 0.0008297080003103474 0.0011668329998428817
1000 "log" 7 12 0.0013452080002025468 0.0008278330001303402 0.0011757920001400635
1000 "log" 7 13 0.0014599579999412526 0.0009054590000232565 0.0014207909998731338
1000 "log" 7 14 0.0016699160000825941 0.0008610830000179703 0.0012076250000063737
1000 "log" 7 15 0.0017027910002980207 0.0008797909999884723 0.001348000000234606
1000 "log" 7 16 0.0017371250000906002 0.0010512499998185376 0.0013517080001292925
1000 "log" 7 17 0.0018492499998501444 0.0010202499997831183 0.0012606250002136221
1000 "log" 7 18 0.0016259579997495166 0.0008649579999655543 0.0014207080002961447
1000 "log" 7 19 0.0016162080000867718 0.0008385000000998843 0.0011681670002872124
1000 "log" 7 20 0.0017125839999607706 0.0009440409999115218 0.0013014999999541033
1000 "log" 7 21 0.0016533749999325664 0.0008607499999016 0.0012101249999432184
1000 "log" 7 22 0.0015655420002076426 0.0008958750004239846 0.0012163750002400775
1000 "log" 7 23 0.0017532919996483542 0.0009918330001710274 0.0013497079999069683
1000 "log" 7 24 0.0014020829999026319 0.000852292000217858 0.001197832999878301
1000 "log" 7 25 0.0014616669996030396 0.0008628750001662411 0.001205250000111846
1000 "log" 7 26 0.0014878330002829898 0.000878417000421905 0.0012934169999425649
1000 "log" 7 27 0.0015089580001586 0.0008670419997542922 0.0012101249999432184
1000 "log" 7 28 0.0012740000001940643 0.0008168750000550062 0.0011724580003829033
1000 "log" 7 29 0.001526084000033734 0.0008499169998685829 0.001191124999877502
1000 "log" 7 30 0.0016617500000393193 0.0008644160002404533 0.0011835410000458069
1000 "sqrt" 32 1 0.004392875000121421 0.0028977500001019507 0.0027284580000923597
1000 "sqrt" 32 2 0.005091208000067127 0.003330375000132335 0.003043833999981871
1000 "sqrt" 32 3 0.004472624999834807 0.002960957999675884 0.0028409999999894353
1000 "sqrt" 32 4 0.004693166999913956 0.002859499999885884 0.0028026670001963794
1000 "sqrt" 32 5 0.004630791999716166 0.0029578329999822017 0.0029171659998610266
1000 "sqrt" 32 6 0.004477292000046873 0.002910874999997759 0.0028286249998927815
1000 "sqrt" 32 7 0.004595417000018642 0.0030168749999575084 0.003019249999852036
1000 "sqrt" 32 8 0.00455275000012989 0.003106374999788386 0.003071291000196652
1000 "sqrt" 32 9 0.004579208999984985 0.0028390000002218585 0.0028181659999972908
1000 "sqrt" 32 10 0.004719208000096842 0.00282599999991362 0.002845041999989917
1000 "sqrt" 32 11 0.0047212079998644185 0.003042833000108658 0.0030930840002838522
1000 "sqrt" 32 12 0.004425624999839783 0.002954500000214466 0.003066457999921113
1000 "sqrt" 32 13 0.004609291999713605 0.0029129580002518196 0.0028238330000931455
1000 "sqrt" 32 14 0.004434041999957117 0.002962166000088473 0.002934167000148591
1000 "sqrt" 32 15 0.00428566700020383 0.002955292000024201 0.002794707999782986
1000 "sqrt" 32 16 0.0045263749998412095 0.0033259589999943273 0.002790666000237252
1000 "sqrt" 32 17 0.004495874999975058 0.0029907080001976283 0.002953917000013462
1000 "sqrt" 32 18 0.00457570799972018 0.002887666000333411 0.0028632500002458983
1000 "sqrt" 32 19 0.004594375000124273 0.0031604169998900034 0.0029069170000184386
1000 "sqrt" 32 20 0.0046049170000515005 0.002929582999968261 0.0029202919999988808
1000 "sqrt" 32 21 0.004611041999851295 0.0028279589996600407 0.002803208000386803
1000 "sqrt" 32 22 0.004621375000169792 0.002947000000403932 0.0028667079996012035
1000 "sqrt" 32 23 0.005000582999855396 0.002943542000139132 0.002807999999731692
1000 "sqrt" 32 24 0.004403833999731432 0.003434792000007292 0.002825042000040412
1000 "sqrt" 32 25 0.004560750000109692 0.0029279999998834683 0.0028975000000173168
1000 "sqrt" 32 26 0.004713166999863461 0.0029538750000028813 0.0030044999998608546
1000 "sqrt" 32 27 0.004705332999947132 0.003038583000034123 0.0029687080000257993
1000 "sqrt" 32 28 0.004118415999982972 0.002873584000099072 0.0028124999998908606
1000 "sqrt" 32 29 0.004341999999724067 0.002952292000372836 0.002918167000188987
1000 "sqrt" 32 30 0.0044471249998423446 0.002921792000051937 0.002916291000019555
1000 "logsquared" 100 1 0.016187207999792008 0.013404249999894091 0.010733333999723982
1000 "logsquared" 100 2 0.016178208999917842 0.013406292000126996 0.011189458999979252
1000 "logsquared" 100 3 0.015437874999861378 0.013294499999574327 0.010846624999885535
1000 "logsquared" 100 4 0.016018082999835315 0.013792208000268147 0.010954874999697495
1000 "logsquared" 100 5 0.01568349999979546 0.013586166999630223 0.01071379099994374
1000 "logsquared" 100 6 0.016316624999944906 0.01582470799985458 0.011516708000272047
1000 "logsquared" 100 7 0.01671058300007644 0.014693874999920808 0.013303083999744558
1000 "logsquared" 100 8 0.017825291999997717 0.015440041000147176 0.013113833999796043
1000 "logsquared" 100 9 0.018007791999934852 0.01569112499964831 0.011725958999704744
1000 "logsquared" 100 10 0.017941999999948166 0.014216209000096569 0.011191417000190995
1000 "logsquared" 100 11 0.01653616699968552 0.013449458000195591 0.01092404200016972
1000 "logsquared" 100 12 0.01718395900024916 0.013481541999681212 0.01088195900001665
1000 "logsquared" 100 13 0.017334833999939292 0.014073874999667169 0.012373166000088531
1000 "logsquared" 100 14 0.016759499999807304 0.016207125000164524 0.013551708000250073
1000 "logsquared" 100 15 0.017836417000125948 0.015997584000160714 0.013423375000002125
1000 "logsquared" 100 16 0.018074375000196596 0.016135332999965613 0.013503667000350106
1000 "logsquared" 100 17 0.017123750000337168 0.013517374999992171 0.01056804200015904
1000 "logsquared" 100 18 0.016672666999966168 0.01369629199962219 0.01109404099997846
1000 "logsquared" 100 19 0.016299958999752562 0.013778041000023222 0.011243208999985654
1000 "logsquared" 100 20 0.015794957999787584 0.014128082999832259 0.01328583400027128
1000 "logsquared" 100 21 0.016577999999753956 0.013263000000279135 0.011164499999722466
1000 "logsquared" 100 22 0.0172090829996705 0.01565062500003478 0.011996916999578389
1000 "logsquared" 100 23 0.0174414580001212 0.014838250000138942 0.0127742920003584
1000 "logsquared" 100 24 0.017486208000264014 0.015409458000249288 0.011636290999831544
1000 "logsquared" 100 25 0.01648804200021914 0.013454832999741484 0.010950291999961337
1000 "logsquared" 100 26 0.016602708999926108 0.015618624999660824 0.011306959000194183
1000 "logsquared" 100 27 0.0167542079998384 0.015570457999729115 0.012782499999957508
1000 "logsquared" 100 28 0.015813665999758086 0.013356375000057596 0.012258750000000873
1000 "logsquared" 100 29 0.016706417000023066 0.01303054100026202 0.01062183299973185
1000 "logsquared" 100 30 0.017534750000322674 0.014068209000015486 0.013252916000055848
1000 "half" 500 1 0.24289216699980898 0.24358349999965867 0.16013445899989165
1000 "half" 500 2 0.25912537500016697 0.2559863330002372 0.16710808300013014
1000 "half" 500 3 0.272635999999693 0.26399595799966846 0.16107083299993974
1000 "half" 500 4 0.2434539579999182 0.24277579099998547 0.15904533299999457
1000 "half" 500 5 0.23627824999994118 0.25071250000019063 0.15702349999992293
1000 "half" 500 6 0.23966266700017513 0.24977433300000484 0.15754199999992125
1000 "half" 500 7 0.2528179999999338 0.24151050000000396 0.15887712499988993
1000 "half" 500 8 0.2426987089997965 0.25523920900013763 0.15762195800016343
1000 "half" 500 9 0.2430144999998447 0.2524408750000475 0.15688162499964164
1000 "half" 500 10 0.2513150830000086 0.24273470900016036 0.15589245799992568
1000 "half" 500 11 0.23686541600000055 0.24048337500016714 0.1565005829997972
1000 "half" 500 12 0.26606749999973545 0.25390620899997884 0.16041825000002063
1000 "half" 500 13 0.24052641700018285 0.2554515420001735 0.1594507079998948
1000 "half" 500 14 0.24485487499987357 0.24530270800005383 0.15807458299968857
1000 "half" 500 15 0.24139387500008525 0.2582030839998879 0.1598342090001097
1000 "half" 500 16 0.24757670799999687 0.24915308300023753 0.1587291250002636
1000 "half" 500 17 0.2447169170000052 0.25403508299996247 0.15826574999982768
1000 "half" 500 18 0.2465290840000307 0.2475445000000036 0.16093308300014542
1000 "half" 500 19 0.25553750000017317 0.24596074999999473 0.16025212500017005
1000 "half" 500 20 0.24580749999995533 0.2497122920003676 0.15706320799972673
1000 "half" 500 21 0.2432474999995975 0.24987966699973185 0.1568357080000169
1000 "half" 500 22 0.24340050000000701 0.25074075000020457 0.16088725000008708
1000 "half" 500 23 0.2461315000000468 0.24788799999987532 0.15708541700041678
1000 "half" 500 24 0.23764933399979782 0.24578483300001608 0.1585603749999791
1000 "half" 500 25 0.2492397080000046 0.24345612499973868 0.16069245900007445
1000 "half" 500 26 0.24109804099998655 0.2530229999997573 0.15909024999973553
1000 "half" 500 27 0.2723209170003429 0.27050520900002084 0.1610329999998612
1000 "half" 500 28 0.24967125000011947 0.28543183300007513 0.17002754199984338
1000 "half" 500 29 0.2525898750000124 0.2495499579999887 0.15739262499982942
1000 "half" 500 30 0.2555144160000964 0.28305262499998207 0.17978954199998043
